,nodes neighbors,labels
203,"[[3, 4, 6, 7, 8, 10, 13, 18], [2, 5, 9, 13, 15, 16], [1, 5, 9, 13, 15, 16], [0, 4, 6, 7, 8, 10, 13, 18], [0, 3, 6, 7, 8, 10, 13, 18], [1, 2, 9, 13, 14, 15, 16], [0, 3, 4, 7, 10, 13, 18], [0, 3, 4, 6, 8, 10, 13, 18], [0, 3, 4, 7, 13, 18], [1, 2, 5, 13, 15, 16], [0, 3, 4, 6, 7, 13, 18], [12, 13, 14, 17], [11, 13, 14, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18], [5, 11, 12, 13, 17], [1, 2, 5, 9, 13, 16], [1, 2, 5, 9, 13, 15], [11, 12, 13, 14], [0, 3, 4, 6, 7, 8, 10, 13]]",-1.0
204,"[[1, 2, 3, 6, 15, 19, 22], [0, 2, 3, 6, 15, 19, 22], [0, 1, 3, 6, 7, 8, 12, 13, 15, 17, 18, 19, 20, 21, 22], [0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23], [3, 5, 9, 10, 11, 14, 16, 23], [3, 4, 9, 10, 11, 14, 16, 23], [0, 1, 2, 3, 7, 15, 19, 22], [2, 3, 6, 8, 12, 13, 17, 18, 20, 21], [2, 3, 7, 12, 13, 17, 18, 20, 21], [3, 4, 5, 10, 11, 14, 16, 23], [3, 4, 5, 9, 11, 14, 16, 23], [3, 4, 5, 9, 10, 14, 16, 23], [2, 3, 7, 8, 13, 17, 18, 20, 21], [2, 3, 7, 8, 12, 17, 18, 20, 21], [3, 4, 5, 9, 10, 11, 16, 23], [0, 1, 2, 3, 6, 19, 22], [3, 4, 5, 9, 10, 11, 14, 23], [2, 3, 7, 8, 12, 13, 18, 20, 21], [2, 3, 7, 8, 12, 13, 17, 20, 21], [0, 1, 2, 3, 6, 15, 22], [2, 3, 7, 8, 12, 13, 17, 18, 21], [2, 3, 7, 8, 12, 13, 17, 18, 20], [0, 1, 2, 3, 6, 15, 19], [3, 4, 5, 9, 10, 11, 14, 16]]",-1.0
205,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11], [0, 3, 6, 8, 9, 10, 11], [0, 4, 5, 7, 8], [0, 1, 6, 8, 9, 10, 11], [0, 2, 5, 7, 8], [0, 2, 4, 7, 8], [0, 1, 3, 8, 9, 10, 11], [0, 2, 4, 5, 8], [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11], [0, 1, 3, 6, 8, 10, 11], [0, 1, 3, 6, 8, 9, 11], [0, 1, 3, 6, 8, 9, 10]]",-1.0
206,"[[1, 2, 3, 7, 8, 9, 11, 12, 14, 15], [0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], [0, 1, 3, 7, 8, 12, 14], [0, 1, 2, 7, 8, 9, 11, 12, 14, 15], [1, 5, 6, 10, 13], [1, 4, 6, 10, 13], [1, 4, 5, 10, 13], [0, 1, 2, 3, 8, 12, 14], [0, 1, 2, 3, 7, 9, 11, 12, 14, 15], [0, 1, 3, 8, 11, 15], [1, 4, 5, 6, 13], [0, 1, 3, 8, 9, 15], [0, 1, 2, 3, 7, 8, 14], [1, 4, 5, 6, 10], [0, 1, 2, 3, 7, 8, 12], [0, 1, 3, 8, 9, 11]]",-1.0
207,"[[13, 16, 22, 30, 31, 32], [2, 10, 12, 14, 16, 17, 18, 24, 28], [1, 10, 12, 14, 16, 17], [7, 8, 15, 16, 29], [9, 16, 19, 23, 25, 26], [6, 11, 16, 20, 21, 27, 33], [5, 11, 16, 20, 21, 27, 33], [3, 8, 15, 16, 26, 29], [3, 7, 15, 16, 29], [4, 16, 19, 23, 25, 26], [1, 2, 12, 14, 15, 16, 17, 22], [5, 6, 16, 20, 21, 27, 33], [1, 2, 10, 14, 16, 17], [0, 16, 22, 30, 31, 32], [1, 2, 10, 12, 16, 17], [3, 7, 8, 10, 16, 22, 29], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33], [1, 2, 10, 12, 14, 16], [1, 16, 24, 28], [4, 9, 16, 22, 23, 25, 26], [5, 6, 11, 16, 21, 27, 33], [5, 6, 11, 16, 20, 27, 33], [0, 10, 13, 15, 16, 19, 30, 31, 32], [4, 9, 16, 19, 25, 26], [1, 16, 18, 28], [4, 9, 16, 19, 23, 26], [4, 7, 9, 16, 19, 23, 25], [5, 6, 11, 16, 20, 21, 33], [1, 16, 18, 24], [3, 7, 8, 15, 16], [0, 13, 16, 22, 31, 32], [0, 13, 16, 22, 30, 32], [0, 13, 16, 22, 30, 31], [5, 6, 11, 16, 20, 21, 27]]",-1.0
208,"[[1, 4, 14, 15, 16, 19], [0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22], [1, 3, 5, 11], [1, 2, 5, 6, 11], [0, 1, 14, 15, 16, 19], [1, 2, 3, 11], [1, 3, 8, 10, 17], [1, 9, 12, 13, 18, 20, 21, 22], [1, 6, 10, 17], [1, 7, 12, 13, 18, 20, 21, 22], [1, 6, 8, 17], [1, 2, 3, 5], [1, 7, 9, 13, 18, 20, 21, 22], [1, 7, 9, 12, 18, 20, 21, 22], [0, 1, 4, 15, 16, 19], [0, 1, 4, 14, 16, 19], [0, 1, 4, 14, 15, 19], [1, 6, 8, 10], [1, 7, 9, 12, 13, 20, 21, 22], [0, 1, 4, 14, 15, 16], [1, 7, 9, 12, 13, 18, 21, 22], [1, 7, 9, 12, 13, 18, 20, 22], [1, 7, 9, 12, 13, 18, 20, 21]]",-1.0
209,"[[3, 5, 7, 10, 12, 15], [2, 7, 8, 11, 14, 16, 17], [1, 7, 8, 11, 14, 16, 17], [0, 5, 7, 10, 12, 15], [6, 7, 9, 13, 15], [0, 3, 7, 10, 12, 15], [4, 7, 9, 13, 15], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [1, 2, 7, 11, 14, 16, 17], [4, 6, 7, 13, 15], [0, 3, 5, 7, 12, 15], [1, 2, 7, 8, 14, 16, 17], [0, 3, 5, 7, 10, 15], [4, 6, 7, 9, 15], [1, 2, 7, 8, 11, 16, 17], [0, 3, 4, 5, 6, 7, 9, 10, 12, 13], [1, 2, 7, 8, 11, 14, 17], [1, 2, 7, 8, 11, 14, 16]]",-1.0
210,"[[2, 4, 5, 6, 7, 8], [3, 8, 9, 10, 11], [0, 4, 5, 6, 7, 8], [1, 8, 9, 10, 11], [0, 2, 5, 6, 7, 8], [0, 2, 4, 6, 7, 8], [0, 2, 4, 5, 7, 8], [0, 2, 4, 5, 6, 8], [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11], [1, 3, 8, 10, 11], [1, 3, 8, 9, 11], [1, 3, 8, 9, 10]]",-1.0
211,"[[2, 12, 18, 23, 25, 38, 43, 50, 52], [7, 10, 25, 34, 41], [0, 4, 12, 18, 22, 23, 25, 38, 45, 48, 51, 55], [9, 16, 17, 21, 23, 25], [2, 12, 23, 25, 51, 55], [19, 25, 26, 27, 35], [23, 25, 26, 29, 48], [1, 10, 25, 34, 41], [15, 23, 25, 40, 47], [3, 16, 17, 21, 23, 25], [1, 7, 25, 34, 41], [12, 23, 25, 36, 40], [0, 2, 4, 11, 22, 23, 25, 36, 40, 45, 51, 55], [25, 33, 37, 39, 46], [25, 29, 31, 46, 54], [8, 23, 25, 40, 47], [3, 9, 17, 21, 23, 25], [3, 9, 16, 21, 23, 25], [0, 2, 25, 38, 44, 53], [5, 25, 26, 27, 35], [24, 25, 28, 30, 32, 49, 56], [3, 9, 16, 17, 23, 25], [2, 12, 23, 25, 45], [0, 2, 3, 4, 6, 8, 9, 11, 12, 15, 16, 17, 21, 22, 25, 26, 29, 36, 40, 42, 43, 45, 47, 48, 50, 51, 52, 55, 57], [20, 25, 28, 30, 32, 49, 56], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57], [5, 6, 19, 23, 25, 27, 29, 35, 40, 42, 48], [5, 19, 25, 26, 35], [20, 24, 25, 30, 32, 49, 56], [6, 14, 23, 25, 26, 31, 46, 48, 54], [20, 24, 25, 28, 32, 49, 56], [14, 25, 29, 46, 54], [20, 24, 25, 28, 30, 49, 56], [13, 25, 37, 39, 46], [1, 7, 10, 25, 41], [5, 19, 25, 26, 27], [11, 12, 23, 25, 40], [13, 25, 33, 39, 46], [0, 2, 18, 25], [13, 25, 33, 37, 46], [8, 11, 12, 15, 23, 25, 26, 36, 42, 47, 48, 57], [1, 7, 10, 25, 34], [23, 25, 26, 40, 48, 57], [0, 23, 25, 50, 52], [18, 25, 53], [2, 12, 22, 23, 25], [13, 14, 25, 29, 31, 33, 37, 39, 54], [8, 15, 23, 25, 40], [2, 6, 23, 25, 26, 29, 40, 42, 57], [20, 24, 25, 28, 30, 32, 56], [0, 23, 25, 43, 52], [2, 4, 12, 23, 25, 55], [0, 23, 25, 43, 50], [18, 25, 44], [14, 25, 29, 31, 46], [2, 4, 12, 23, 25, 51], [20, 24, 25, 28, 30, 32, 49], [23, 25, 40, 42, 48]]",-1.0
212,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], [0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], [0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], [0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], [0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], [0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14], [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14], [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14], [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]]",-1.0
213,"[[2, 6, 14, 15, 17], [3, 8, 11, 12, 13, 14], [0, 6, 14, 15, 17], [1, 8, 11, 12, 13, 14], [7, 10, 14, 20, 21], [9, 14, 16, 18, 19], [0, 2, 14, 15, 17], [4, 10, 14, 20, 21], [1, 3, 11, 12, 13, 14], [5, 14, 16, 18, 19], [4, 7, 14, 20, 21], [1, 3, 8, 12, 13, 14], [1, 3, 8, 11, 13, 14], [1, 3, 8, 11, 12, 14], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21], [0, 2, 6, 14, 17], [5, 9, 14, 18, 19], [0, 2, 6, 14, 15], [5, 9, 14, 16, 19], [5, 9, 14, 16, 18], [4, 7, 10, 14, 21], [4, 7, 10, 14, 20]]",-1.0
214,"[[1, 2, 3, 4, 5, 7, 11, 12, 14, 16, 17, 18, 19, 21, 23, 24], [0, 2, 3, 4, 5, 7, 11, 12, 14, 16, 17, 18, 19, 21, 23, 24], [0, 1, 3, 4, 5, 7, 11, 12, 14, 16, 17, 18, 19, 21, 23, 24], [0, 1, 2, 4, 5, 7, 11, 12, 14, 16, 17, 18, 19, 21, 23, 24], [0, 1, 2, 3, 5, 7, 11, 12, 14, 16, 17, 18, 19, 21, 23, 24], [0, 1, 2, 3, 4, 7, 11, 12, 14, 16, 17, 18, 19, 21, 23, 24], [8, 9, 10, 13, 15, 20, 21, 22, 25], [0, 1, 2, 3, 4, 5, 11, 12, 14, 16, 17, 18, 19, 21, 23, 24], [6, 9, 10, 13, 15, 20, 21, 22, 25], [6, 8, 10, 13, 15, 20, 21, 22, 25], [6, 8, 9, 13, 15, 20, 21, 22, 25], [0, 1, 2, 3, 4, 5, 7, 12, 14, 16, 17, 18, 19, 21, 23, 24], [0, 1, 2, 3, 4, 5, 7, 11, 14, 16, 17, 18, 19, 21, 23, 24], [6, 8, 9, 10, 15, 20, 21, 22, 25], [0, 1, 2, 3, 4, 5, 7, 11, 12, 16, 17, 18, 19, 21, 23, 24], [6, 8, 9, 10, 13, 20, 21, 22, 25], [0, 1, 2, 3, 4, 5, 7, 11, 12, 14, 17, 18, 19, 21, 23, 24], [0, 1, 2, 3, 4, 5, 7, 11, 12, 14, 16, 18, 19, 21, 23, 24], [0, 1, 2, 3, 4, 5, 7, 11, 12, 14, 16, 17, 19, 21, 23, 24], [0, 1, 2, 3, 4, 5, 7, 11, 12, 14, 16, 17, 18, 21, 23, 24], [6, 8, 9, 10, 13, 15, 21, 22, 25], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25], [6, 8, 9, 10, 13, 15, 20, 21, 25], [0, 1, 2, 3, 4, 5, 7, 11, 12, 14, 16, 17, 18, 19, 21, 24], [0, 1, 2, 3, 4, 5, 7, 11, 12, 14, 16, 17, 18, 19, 21, 23], [6, 8, 9, 10, 13, 15, 20, 21, 22]]",-1.0
215,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11], [0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11], [0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11], [0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11], [0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11], [0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11], [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11], [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11], [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",-1.0
216,"[[3, 7, 23, 25, 26], [6, 16, 20, 21, 23, 24, 27], [9, 10, 11, 13, 14, 22, 23], [0, 7, 23, 25, 26], [8, 12, 23], [15, 17, 18, 19, 23], [1, 16, 20, 21, 23, 24, 27], [0, 3, 23, 25, 26], [4, 12, 23], [2, 10, 11, 13, 14, 22, 23], [2, 9, 11, 13, 14, 22, 23], [2, 9, 10, 13, 14, 22, 23], [4, 8, 23], [2, 9, 10, 11, 14, 22, 23], [2, 9, 10, 11, 13, 22, 23], [5, 17, 18, 19, 23], [1, 6, 20, 21, 23, 24, 27], [5, 15, 18, 19, 23], [5, 15, 17, 19, 23], [5, 15, 17, 18, 23], [1, 6, 16, 21, 23, 24, 27], [1, 6, 16, 20, 23, 24, 27], [2, 9, 10, 11, 13, 14, 23], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27], [1, 6, 16, 20, 21, 23, 27], [0, 3, 7, 23, 26], [0, 3, 7, 23, 25], [1, 6, 16, 20, 21, 23, 24]]",-1.0
217,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11], [0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11], [0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11], [0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11], [0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11], [0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11], [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11], [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11], [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",-1.0
218,"[[3, 4, 5, 6, 8, 9, 11], [2, 5, 6, 7, 10], [1, 5, 6, 7, 10], [0, 4, 5, 6, 8, 9, 11], [0, 3, 5, 6, 8, 9, 11], [0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11], [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11], [1, 2, 5, 6, 10], [0, 3, 4, 5, 6, 9, 11], [0, 3, 4, 5, 6, 8, 11], [1, 2, 5, 6, 7], [0, 3, 4, 5, 6, 8, 9]]",-1.0
219,"[[29, 32, 35, 39, 43], [4, 10, 13, 20, 25, 28, 37, 39], [9, 16, 30, 34, 39, 41, 42], [5, 7, 12, 14, 15, 24, 31, 36, 39, 40, 42], [1, 10, 13, 20, 25, 28, 37, 39], [3, 7, 12, 14, 15, 24, 31, 36, 39, 40], [9, 16, 19, 22, 30, 34, 39], [3, 5, 12, 14, 15, 24, 31, 36, 39, 40], [9, 17, 26, 29, 30, 34, 38, 39], [2, 6, 8, 16, 17, 19, 22, 26, 30, 34, 38, 39, 41, 42], [1, 4, 13, 20, 25, 28, 37, 39], [18, 21, 23, 27, 32, 33, 39], [3, 5, 7, 14, 15, 24, 31, 36, 39, 40], [1, 4, 10, 20, 25, 28, 37, 39], [3, 5, 7, 12, 15, 24, 31, 36, 39, 40], [3, 5, 7, 12, 14, 24, 31, 36, 39, 40], [2, 6, 9, 19, 22, 30, 34, 39, 41, 42], [8, 9, 26, 30, 34, 38, 39], [11, 21, 23, 27, 32, 33, 39], [6, 9, 16, 22, 24, 30, 34, 39], [1, 4, 10, 13, 25, 28, 37, 39], [11, 18, 23, 27, 32, 33, 39], [6, 9, 16, 19, 30, 34, 39], [11, 18, 21, 27, 32, 33, 39], [3, 5, 7, 12, 14, 15, 19, 31, 36, 39, 40], [1, 4, 10, 13, 20, 28, 37, 39], [8, 9, 17, 30, 34, 38, 39], [11, 18, 21, 23, 32, 33, 39], [1, 4, 10, 13, 20, 25, 37, 39], [0, 8, 32, 35, 39, 43], [2, 6, 8, 9, 16, 17, 19, 22, 26, 34, 38, 39, 41, 42], [3, 5, 7, 12, 14, 15, 24, 36, 39, 40, 42], [0, 11, 18, 21, 23, 27, 29, 33, 35, 39, 43], [11, 18, 21, 23, 27, 32, 39], [2, 6, 8, 9, 16, 17, 19, 22, 26, 30, 38, 39, 41, 42], [0, 29, 32, 39, 43], [3, 5, 7, 12, 14, 15, 24, 31, 39, 40], [1, 4, 10, 13, 20, 25, 28, 39], [8, 9, 17, 26, 30, 34, 39], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 40, 41, 42, 43], [3, 5, 7, 12, 14, 15, 24, 31, 36, 39], [2, 9, 16, 30, 34, 39, 42], [2, 3, 9, 16, 30, 31, 34, 39, 41], [0, 29, 32, 35, 39]]",-1.0
220,"[[3, 4, 7, 8, 9, 10, 12], [2, 4, 5, 6, 8, 10, 11], [1, 4, 5, 6, 8, 10, 11], [0, 4, 7, 8, 9, 10, 12], [0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 4, 6, 8, 10, 11], [1, 2, 4, 5, 8, 10, 11], [0, 3, 4, 8, 9, 10, 12], [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12], [0, 3, 4, 7, 8, 10, 12], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 2, 4, 5, 6, 8, 10], [0, 3, 4, 7, 8, 9, 10]]",-1.0
221,"[[4, 5, 6, 10, 12, 13, 15], [9, 10, 20], [7, 10, 14, 17, 18, 19, 20], [8, 10, 11, 16], [0, 5, 6, 10, 12, 13, 15], [0, 4, 6, 10, 12, 13, 15], [0, 4, 5, 10, 12, 13, 15], [2, 10, 14, 17, 18, 19, 20], [3, 10, 11, 16], [1, 10, 20], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20], [3, 8, 10, 16, 18], [0, 4, 5, 6, 10, 13, 15], [0, 4, 5, 6, 10, 12, 15], [2, 7, 10, 17, 18, 19, 20], [0, 4, 5, 6, 10, 12, 13], [3, 8, 10, 11], [2, 7, 10, 14, 18, 19, 20], [2, 7, 10, 11, 14, 17, 19, 20], [2, 7, 10, 14, 17, 18, 20], [1, 2, 7, 9, 10, 14, 17, 18, 19]]",-1.0
222,"[[2, 3, 6, 13, 18], [4, 7, 8, 11, 13, 15], [0, 3, 6, 8, 13, 14, 18], [0, 2, 6, 13, 18], [1, 7, 8, 11, 13, 15], [9, 10, 12, 13, 14, 16, 17], [0, 2, 3, 13, 18], [1, 4, 8, 11, 13, 15], [1, 2, 4, 7, 11, 13, 15], [5, 10, 12, 13, 14, 16, 17], [5, 9, 12, 13, 14, 16, 17], [1, 4, 7, 8, 13, 15], [5, 9, 10, 13, 14, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18], [2, 5, 9, 10, 12, 13, 16, 17], [1, 4, 7, 8, 11, 13, 16], [5, 9, 10, 12, 13, 14, 15, 17], [5, 9, 10, 12, 13, 14, 16], [0, 2, 3, 6, 13]]",-1.0
223,"[[7, 9, 10, 12, 14], [3, 6, 7, 13], [4, 5, 7, 8, 11], [1, 6, 7, 13], [2, 5, 7, 8, 11], [2, 4, 7, 8, 11], [1, 3, 7, 13], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14], [2, 4, 5, 7, 11], [0, 7, 12], [0, 7, 14], [2, 4, 5, 7, 8], [0, 7, 9, 13], [1, 3, 6, 7, 12], [0, 7, 10]]",-1.0
224,"[[2, 17, 19, 20, 21, 24, 27, 33, 35, 42], [3, 4, 13, 16, 21, 22, 26], [0, 17, 19, 20, 21, 27, 33, 35, 42], [1, 4, 13, 16, 21, 22, 26], [1, 3, 13, 16, 21, 22, 26], [6, 8, 10, 12, 20, 21, 23, 32, 39], [5, 8, 10, 12, 20, 21, 23, 32, 39], [9, 21, 31, 37, 38], [5, 6, 10, 20, 21, 23, 27, 32, 35, 39], [7, 21, 31, 37, 38], [5, 6, 8, 12, 20, 21, 23, 32, 39], [15, 18, 21, 24, 34, 36], [5, 6, 10, 20, 21, 23, 32, 39], [1, 3, 4, 16, 21, 22, 26], [20, 21, 27, 30, 35, 40, 42], [11, 18, 21, 24, 34, 36], [1, 3, 4, 13, 21, 22, 26], [0, 2, 19, 20, 21, 27, 33, 35, 42], [11, 15, 21, 24, 34, 36], [0, 2, 17, 20, 21, 27, 33, 35, 42], [0, 2, 5, 6, 8, 10, 12, 14, 17, 19, 21, 23, 27, 28, 30, 32, 33, 35, 39, 40, 42], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], [1, 3, 4, 13, 16, 21, 26], [5, 6, 8, 10, 12, 20, 21, 24, 27, 28, 32, 35, 39], [0, 11, 15, 18, 21, 23, 34, 36], [21, 28, 29, 41], [1, 3, 4, 13, 16, 21, 22], [0, 2, 8, 14, 17, 19, 20, 21, 23, 30, 33, 35, 40, 42], [20, 21, 23, 25, 29, 41], [21, 25, 28, 41], [14, 20, 21, 27, 35, 40, 42], [7, 9, 21, 37, 38], [5, 6, 8, 10, 12, 20, 21, 23, 39], [0, 2, 17, 19, 20, 21, 27, 35, 42], [11, 15, 18, 21, 24, 36], [0, 2, 8, 14, 17, 19, 20, 21, 23, 27, 30, 33, 40, 42], [11, 15, 18, 21, 24, 34], [7, 9, 21, 31, 38], [7, 9, 21, 31, 37], [5, 6, 8, 10, 12, 20, 21, 23, 32], [14, 20, 21, 27, 30, 35, 42], [21, 25, 28, 29], [0, 2, 14, 17, 19, 20, 21, 27, 30, 33, 35, 40]]",-1.0
225,"[[5, 9, 15, 23, 25], [4, 10, 11, 16, 20, 23], [8, 18, 19, 23], [6, 9, 21, 22, 23, 24], [1, 10, 11, 16, 20, 23], [0, 9, 15, 23, 25], [3, 9, 21, 22, 23, 24], [12, 13, 14, 17, 23], [2, 18, 19, 23], [0, 3, 5, 6, 15, 21, 22, 23, 24, 25], [1, 4, 11, 15, 16, 20, 23], [1, 4, 10, 16, 20, 23], [7, 13, 14, 17, 23], [7, 12, 14, 17, 23], [7, 12, 13, 17, 23], [0, 5, 9, 10, 22, 23, 25], [1, 4, 10, 11, 20, 23], [7, 12, 13, 14, 23], [2, 8, 19, 23], [2, 8, 18, 23], [1, 4, 10, 11, 16, 23], [3, 6, 9, 22, 23, 24], [3, 6, 9, 15, 21, 23, 24], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25], [3, 6, 9, 21, 22, 23], [0, 5, 9, 15, 23]]",-1.0
226,"[[3, 5, 8, 13, 18, 19, 23, 26, 29], [4, 12, 14, 15, 16, 23, 28], [21, 23, 24, 25, 27], [0, 5, 18, 19, 23], [1, 12, 14, 15, 16, 23, 28], [0, 3, 18, 19, 23], [10, 11, 17, 23], [9, 20, 22, 23], [0, 13, 23, 25, 26, 29], [7, 20, 22, 23], [6, 11, 17, 23], [6, 10, 17, 23], [1, 4, 14, 15, 16, 23, 28], [0, 8, 23, 26, 29], [1, 4, 12, 15, 16, 23, 28], [1, 4, 12, 14, 16, 23, 28], [1, 4, 12, 14, 15, 23, 28], [6, 10, 11, 23], [0, 3, 5, 19, 23], [0, 3, 5, 18, 23], [7, 9, 22, 23], [2, 23, 24, 25, 27], [7, 9, 20, 23], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29], [2, 21, 23, 25, 27], [2, 8, 21, 23, 24, 27], [0, 8, 13, 23, 29], [2, 21, 23, 24, 25], [1, 4, 12, 14, 15, 16, 23], [0, 8, 13, 23, 26]]",-1.0
